gender,age,study_hours,attendance,previous_score,assignments_completed,sleep_hours,extracurricular,internet_access,parental_support,final_score
Male,22,2.0,68.7,57.9,4,6.9,No,Yes,Medium,40.5
Male,18,3.1,65.4,42.2,4,7.6,Yes,Yes,Medium,51.6
Male,20,7.1,55.1,55.0,3,5.7,Yes,Yes,High,55.5
Male,19,8.0,87.8,40.4,7,7.8,No,Yes,Medium,60.3
Female,21,3.6,98.5,93.8,7,4.7,Yes,Yes,Medium,68.4
Female,20,4.1,65.1,93.1,8,4.7,Yes,Yes,Low,60.4
Female,19,6.1,84.8,61.7,7,6.2,Yes,Yes,Low,69.2
Male,19,7.2,88.4,80.1,4,6.1,Yes,Yes,High,68.8
Male,17,5.2,93.2,59.0,8,5.9,No,Yes,Medium,57.1
Female,21,3.7,74.0,76.9,10,6.7,No,Yes,High,59.2
Male,17,3.9,68.6,84.3,3,5.9,No,Yes,Low,52.5
Female,18,5.9,69.6,92.1,10,5.4,No,Yes,Medium,71.3
Female,17,1.0,87.1,62.0,5,5.9,No,Yes,Medium,41.2
Female,17,5.3,91.8,83.1,9,8.9,Yes,Yes,Medium,81.9
Male,20,3.5,63.2,54.6,9,6.4,Yes,Yes,Low,57.2
Male,22,6.6,71.7,94.5,4,6.5,Yes,Yes,Low,66.6
Female,19,1.7,95.6,41.4,4,7.1,Yes,Yes,Medium,52.2
Female,21,5.1,91.3,73.2,8,8.9,No,Yes,Low,70.1
Female,17,4.4,99.3,76.3,3,5.6,No,Yes,High,58.0
Female,21,5.5,88.9,77.8,6,7.6,Yes,Yes,Medium,64.3
Male,22,1.5,72.7,46.6,4,7.7,No,Yes,Low,43.7
Male,22,5.1,81.6,91.6,6,7.2,No,Yes,Medium,70.6
Female,17,4.9,84.7,50.0,10,4.9,No,Yes,Medium,61.8
Female,18,4.9,58.5,74.3,6,7.5,No,Yes,Low,53.8
Male,17,5.2,79.5,52.2,7,4.8,No,Yes,High,62.5
Male,20,5.7,86.9,56.9,3,7.2,No,Yes,High,56.2
Female,19,6.6,62.5,70.1,9,7.8,No,Yes,Medium,69.1
Female,18,2.9,90.1,62.9,9,5.4,No,Yes,Medium,65.6
Female,17,6.8,81.3,48.8,6,8.3,Yes,Yes,Low,58.0
Male,21,4.5,97.8,49.4,9,4.6,Yes,Yes,Medium,54.1
Male,18,1.5,56.9,63.0,10,8.3,No,Yes,Medium,50.9
Male,18,1.4,66.9,81.7,3,6.6,Yes,Yes,Medium,54.9
Female,17,3.3,82.1,89.4,7,5.5,Yes,Yes,Medium,66.0
Female,18,6.5,68.3,44.6,3,5.1,No,Yes,Medium,49.8
Male,21,6.0,87.1,61.6,4,8.8,Yes,Yes,Medium,61.3
Male,22,6.5,89.2,45.5,6,4.8,No,Yes,Medium,60.2
Female,18,4.6,59.6,40.9,3,5.4,No,Yes,Medium,39.7
Male,22,4.1,78.1,76.4,10,6.1,No,Yes,Medium,68.1
Male,21,2.0,77.9,73.1,9,7.3,No,Yes,High,59.7
Female,17,3.3,71.6,49.0,5,7.0,Yes,Yes,Low,43.5
Male,19,4.0,97.0,52.9,3,5.1,No,Yes,High,50.3
Female,18,1.6,92.2,41.3,6,5.8,No,Yes,Medium,43.9
Female,19,2.5,86.4,85.9,7,5.6,No,Yes,Low,57.8
Female,21,5.2,87.1,93.6,9,5.5,Yes,Yes,Medium,75.9
Female,18,6.1,75.8,47.5,7,6.4,Yes,Yes,Medium,43.9
Female,22,8.0,96.4,52.7,6,7.7,No,Yes,High,67.5
Female,20,7.5,86.3,87.8,9,5.5,Yes,No,Low,73.4
Female,19,5.5,87.8,91.0,4,6.2,No,Yes,Medium,73.1
Male,18,3.9,93.8,63.1,9,6.3,Yes,Yes,Medium,59.9
Female,19,5.5,67.3,42.8,4,8.9,Yes,Yes,High,58.1
Female,18,6.5,91.3,42.2,7,8.8,Yes,Yes,Medium,71.6
Male,17,1.8,63.8,71.6,7,8.1,Yes,Yes,High,53.4
Male,22,3.9,70.5,61.6,6,5.6,No,Yes,High,58.8
Male,19,6.9,70.1,41.6,4,4.8,No,No,Medium,47.5
Female,20,3.7,99.0,72.1,7,5.9,Yes,Yes,High,64.6
Male,20,5.0,93.5,40.6,4,5.7,No,Yes,High,50.5
Female,21,5.1,86.6,83.3,7,6.8,Yes,Yes,Medium,66.6
Female,18,2.3,87.7,56.9,9,8.0,No,Yes,Medium,70.6
Female,19,3.5,80.3,42.2,3,8.4,Yes,Yes,Medium,52.5
Female,21,3.3,97.6,72.4,10,8.3,No,Yes,Medium,73.6
Male,19,1.2,77.3,61.9,5,6.1,No,Yes,Low,46.2
Male,18,1.2,72.1,93.6,10,7.6,No,Yes,Medium,57.6
Female,20,6.8,62.3,69.9,9,5.9,No,Yes,Medium,69.6
Female,17,2.9,90.4,55.1,8,4.8,No,Yes,Medium,59.5
Female,20,4.6,88.0,79.0,10,7.7,No,Yes,Medium,68.0
Male,21,3.1,72.3,54.9,3,4.5,No,Yes,High,51.6
Female,22,7.6,56.1,89.7,8,6.3,No,Yes,High,79.6
Female,17,2.8,92.8,60.6,7,6.0,No,Yes,Low,61.4
Male,21,4.0,55.5,70.2,5,7.6,Yes,Yes,Medium,54.8
Male,18,7.1,86.7,42.8,5,7.9,No,Yes,Medium,55.3
Female,17,6.9,98.7,63.4,7,5.9,Yes,Yes,High,71.1
Male,21,2.3,74.7,85.8,7,8.2,No,Yes,Low,65.1
Male,18,6.6,65.6,84.3,4,5.8,No,Yes,Medium,55.5
Female,20,4.2,86.7,52.3,7,6.5,No,Yes,High,50.7
Male,22,4.4,91.8,52.4,6,7.8,Yes,Yes,High,63.0
Female,18,1.9,79.6,85.0,10,7.6,Yes,Yes,High,67.8
Male,19,1.6,98.5,91.2,7,8.9,No,Yes,High,68.5
Female,18,6.1,57.3,45.2,6,5.5,No,Yes,Low,54.4
Female,18,4.5,77.7,64.8,7,7.5,Yes,No,Medium,59.2
Female,22,4.1,87.3,58.6,4,7.2,Yes,Yes,Medium,47.7
Male,19,6.1,93.8,87.9,6,8.6,No,Yes,Medium,82.9
Female,21,6.4,63.1,44.6,10,5.2,No,Yes,High,59.2
Male,21,2.1,91.0,51.6,3,7.9,Yes,Yes,Low,40.9
Female,18,5.3,79.9,81.4,6,7.1,Yes,Yes,Medium,72.6
Female,19,1.9,72.8,42.8,9,5.7,Yes,Yes,High,51.6
Male,19,6.3,60.9,67.1,4,6.6,No,Yes,Medium,58.1
Female,22,5.6,93.9,64.3,8,6.0,Yes,Yes,High,72.8
Female,20,7.7,62.1,58.4,10,7.1,Yes,Yes,High,79.3
Male,21,1.5,68.9,61.7,6,8.5,Yes,Yes,Medium,50.8
Female,22,1.4,68.1,69.1,9,7.1,Yes,Yes,Medium,64.1
Female,17,3.0,94.2,48.9,9,7.3,No,Yes,Medium,48.5
Female,21,2.8,85.3,71.5,10,6.8,Yes,Yes,Medium,68.6
Female,22,2.7,90.9,84.3,10,4.7,Yes,Yes,Medium,63.2
Male,21,7.3,66.3,81.8,9,5.5,No,Yes,Medium,78.8
Male,20,2.7,83.1,48.5,7,6.7,Yes,Yes,High,56.9
Female,17,2.9,80.7,48.2,9,5.9,Yes,Yes,Medium,52.7
Male,20,6.3,92.5,54.7,7,5.3,No,No,High,67.7
Female,17,4.1,95.8,59.9,8,6.8,No,Yes,Low,63.1
Male,18,6.4,55.5,62.5,4,6.0,No,Yes,Medium,58.8
Female,22,1.5,85.3,77.4,5,5.7,No,Yes,High,51.2
Female,17,4.4,57.3,43.1,7,6.6,No,No,Medium,47.8
Female,20,1.2,79.7,41.9,9,5.1,Yes,Yes,Medium,48.5
Female,21,1.4,67.9,61.6,9,8.7,No,No,Medium,54.2
Female,17,7.3,68.8,78.3,3,8.4,No,Yes,High,71.9
Female,22,2.0,70.9,50.6,9,7.7,No,Yes,Medium,44.1
Male,17,4.7,83.0,75.3,4,5.0,No,Yes,Medium,59.3
Female,19,3.9,70.0,54.3,6,8.0,Yes,Yes,Medium,54.7
Male,21,3.4,88.0,88.7,6,8.1,No,Yes,High,64.7
Female,22,7.3,73.2,89.3,9,8.0,No,Yes,High,78.1
Male,22,1.2,58.1,56.4,3,5.0,No,Yes,Medium,37.4
Male,18,5.6,90.3,52.6,7,7.4,Yes,Yes,High,50.6
Male,20,7.7,67.9,62.6,4,8.3,Yes,Yes,Medium,61.9
Female,18,4.9,74.5,53.2,3,7.1,Yes,Yes,Medium,49.2
Female,22,7.6,85.8,77.0,7,7.4,No,Yes,Medium,76.1
Male,21,1.4,70.0,85.4,4,6.6,Yes,Yes,Medium,49.9
Female,17,3.9,57.5,77.0,9,6.9,Yes,Yes,Medium,63.3
Male,17,2.8,71.8,85.3,6,4.7,No,Yes,Low,60.9
Female,21,6.1,97.5,61.8,4,7.4,Yes,Yes,Medium,68.3
Male,22,7.9,83.9,48.6,9,4.9,No,Yes,High,73.7
Male,17,2.8,85.2,80.6,8,6.5,Yes,Yes,Medium,62.0
Female,17,5.6,83.5,59.8,5,5.8,No,Yes,Medium,60.8
Male,17,2.4,64.0,76.9,4,7.0,No,Yes,High,53.8
Female,20,5.0,73.8,54.9,5,5.1,No,Yes,Low,49.4
Male,20,4.2,88.8,44.5,4,7.6,No,Yes,Medium,53.4
Male,19,7.8,59.6,94.6,5,8.1,Yes,Yes,High,74.8
Female,18,5.3,67.5,48.6,8,5.2,Yes,Yes,Medium,64.6
Female,21,3.4,67.4,94.4,6,5.0,Yes,Yes,Medium,61.6
Female,21,1.8,74.4,93.8,10,5.2,No,Yes,Low,63.9
Male,21,2.1,99.1,83.7,7,8.4,No,Yes,High,73.8
Female,19,2.6,58.0,76.3,5,6.9,No,Yes,Medium,57.5
Male,20,2.8,78.3,71.8,8,6.6,No,Yes,High,56.1
Male,22,7.0,63.1,87.6,5,5.0,Yes,Yes,Medium,69.6
Female,22,4.9,98.7,55.9,6,7.4,No,Yes,Medium,64.8
Female,19,4.7,60.1,65.7,5,8.4,No,Yes,High,64.3
Male,22,1.8,73.2,74.1,8,8.2,Yes,No,Medium,54.0
Male,21,7.0,88.2,62.6,9,7.3,No,Yes,Medium,68.5
Female,18,6.1,86.7,63.5,8,4.8,Yes,Yes,Medium,70.8
Female,17,1.5,74.0,58.2,10,5.0,No,Yes,High,52.6
Female,20,6.0,70.6,71.0,10,4.7,No,Yes,Medium,66.2
Female,20,4.8,72.9,86.8,10,5.7,Yes,Yes,Medium,78.9
Female,19,1.6,66.9,51.1,3,5.1,Yes,Yes,Low,37.5
Male,20,4.2,64.2,91.4,6,5.7,Yes,No,High,62.6
Male,21,4.4,76.7,77.9,9,6.2,No,Yes,Low,59.3
Male,22,2.2,67.1,85.3,3,8.7,No,Yes,Medium,55.9
Male,21,7.6,67.9,70.6,6,7.2,Yes,Yes,Medium,63.1
Female,19,6.9,84.6,82.9,9,8.3,No,Yes,Medium,76.4
Female,21,5.7,98.6,40.9,5,7.7,No,Yes,Medium,59.0
Female,22,4.2,82.2,85.0,9,5.0,Yes,Yes,Low,71.5
Male,18,3.9,58.5,42.2,8,7.8,Yes,Yes,Medium,57.0
Male,19,5.6,58.4,88.9,3,5.7,No,Yes,High,59.5
Female,18,4.8,97.8,94.6,5,7.4,No,Yes,High,78.1
Female,17,1.4,68.4,56.2,8,6.0,Yes,Yes,Medium,49.5
Male,18,4.6,59.1,51.6,6,9.0,Yes,Yes,High,54.1
Male,17,6.6,82.0,82.1,9,5.7,Yes,Yes,Medium,74.0
Female,17,4.2,83.1,53.9,8,5.8,No,Yes,High,67.3
Female,18,1.4,84.2,87.6,5,8.7,Yes,Yes,Medium,60.8
Male,19,6.5,67.0,45.7,3,4.6,Yes,Yes,Medium,51.5
Female,22,2.4,55.7,46.9,3,7.6,No,No,High,50.7
Female,21,2.8,98.4,93.9,10,7.8,No,Yes,High,69.5
Female,21,2.2,66.3,77.1,9,8.3,Yes,Yes,Medium,56.8
Male,22,3.3,85.4,86.6,8,8.9,Yes,Yes,Medium,62.6
Male,17,6.3,86.8,57.8,10,8.9,No,Yes,Medium,73.2
Male,17,4.6,82.5,77.2,5,4.8,Yes,Yes,Medium,61.7
Male,19,2.4,69.1,72.7,10,8.2,Yes,Yes,Medium,70.7
Male,20,7.1,67.2,73.2,4,7.4,No,Yes,Medium,65.0
Male,18,7.2,81.9,77.5,6,7.4,Yes,Yes,High,73.3
Male,17,7.1,94.0,71.6,10,5.1,No,Yes,Low,71.3
Female,21,2.7,97.6,63.6,6,7.4,No,Yes,Medium,57.8
Female,19,4.2,59.8,55.2,5,8.9,Yes,Yes,Medium,47.5
Female,18,7.9,62.0,82.3,4,8.6,Yes,No,Medium,81.8
Female,19,6.4,97.5,52.4,3,6.5,No,Yes,Low,57.3
Female,18,1.2,88.1,78.1,9,4.7,No,Yes,Medium,58.8
Female,18,1.5,94.7,52.8,7,6.1,No,Yes,High,56.6
Female,22,4.2,64.1,74.4,7,8.2,No,Yes,High,68.1
Male,17,7.4,81.4,81.1,9,7.7,Yes,Yes,Medium,78.1
Male,19,4.8,86.6,52.0,5,6.6,No,Yes,Medium,52.6
Female,19,4.5,85.6,43.3,4,4.7,Yes,Yes,Medium,52.6
Female,22,1.7,73.4,47.2,4,6.4,No,Yes,High,47.1
Male,21,5.6,55.7,73.3,6,6.6,Yes,Yes,High,61.6
Female,21,6.8,81.2,86.7,3,8.7,Yes,Yes,Medium,76.6
Female,17,3.7,66.4,42.5,8,7.4,No,Yes,Medium,54.1
Male,17,6.4,75.3,80.4,10,5.9,No,Yes,High,79.5
Female,20,7.8,98.1,58.8,4,6.9,Yes,Yes,Low,70.2
Male,22,2.4,73.0,66.3,9,4.8,Yes,Yes,Medium,57.3
Female,21,4.7,92.8,91.1,8,8.9,No,Yes,High,78.7
Male,18,3.0,63.5,58.3,7,6.1,No,Yes,High,58.6
Male,19,6.5,85.3,65.6,8,6.7,Yes,No,Medium,65.6
Male,17,5.0,99.0,40.8,3,6.1,Yes,Yes,Medium,52.5
Female,19,5.4,59.6,44.5,9,7.6,Yes,Yes,Medium,60.7
Male,19,6.6,55.4,54.2,3,7.5,No,No,Medium,48.8
Female,20,3.8,74.5,41.5,8,7.7,No,Yes,Medium,64.6
Female,21,7.4,59.2,74.7,10,5.7,No,Yes,Medium,65.4
Female,17,4.7,88.7,63.5,5,5.9,No,Yes,High,55.1
Female,19,2.1,96.2,70.1,4,5.1,Yes,Yes,High,62.0
Male,17,5.9,74.5,49.6,9,7.4,No,No,Medium,65.4
Male,18,6.6,66.6,56.3,5,4.7,No,Yes,Medium,51.8
Female,20,3.2,74.5,76.5,8,7.2,Yes,Yes,Medium,66.1
Female,18,7.0,87.6,93.1,4,8.4,Yes,Yes,Medium,81.3
Male,17,7.3,55.4,42.8,6,8.5,No,Yes,Medium,58.5
Female,17,2.9,81.5,89.0,5,6.5,No,Yes,Medium,71.7
Male,21,7.9,82.6,71.7,5,6.6,Yes,Yes,High,65.2
Female,19,2.0,83.7,71.0,8,4.8,No,Yes,Medium,59.0
Female,19,2.4,65.9,67.5,7,7.5,No,Yes,High,63.1
Male,18,2.3,87.1,43.8,8,8.2,Yes,No,High,60.8
Female,20,7.3,59.1,44.9,5,5.6,Yes,Yes,Low,52.6
Male,22,5.6,64.0,73.1,4,6.4,Yes,Yes,Medium,58.6
Female,19,2.1,94.5,58.8,10,8.3,No,Yes,High,66.3
Female,21,4.1,88.2,90.4,7,8.4,Yes,Yes,High,77.9
Female,18,5.3,55.6,62.4,8,5.6,Yes,Yes,Low,60.2
Male,18,1.6,66.2,47.9,10,7.0,No,No,Low,52.2
Female,22,7.2,64.6,79.3,9,5.4,No,Yes,Medium,66.7
Female,21,6.6,67.2,56.1,8,5.0,Yes,Yes,High,65.1
Female,20,4.5,66.1,68.9,5,8.6,Yes,Yes,Medium,56.0
Female,21,7.8,57.8,78.4,10,8.2,No,Yes,Medium,74.6
Male,20,3.9,75.7,89.5,5,7.9,No,Yes,High,71.1
Male,21,7.9,88.0,83.6,6,4.7,No,Yes,Low,69.5
Female,21,5.7,82.3,77.2,10,8.3,Yes,Yes,Medium,87.3
Male,17,5.4,85.3,77.4,10,6.5,No,Yes,Medium,72.7
Female,18,2.2,58.7,92.0,8,6.0,No,Yes,High,63.4
Female,21,7.2,97.8,56.3,5,7.0,No,No,Medium,64.4
Female,22,4.0,92.7,40.1,9,4.9,No,Yes,Medium,52.5
Male,21,2.1,91.2,55.0,3,7.9,Yes,Yes,Medium,49.4
Male,19,1.1,92.0,52.0,7,7.1,Yes,Yes,Medium,56.9
Male,18,4.9,97.0,76.4,3,5.3,No,Yes,Low,56.9
Male,19,4.7,79.5,74.9,7,5.3,No,No,Medium,57.8
Male,18,6.0,64.0,72.6,9,5.3,No,Yes,Medium,62.0
Male,19,7.2,82.8,40.9,10,4.8,Yes,Yes,High,66.5
Male,21,1.6,88.4,80.1,10,7.1,No,Yes,High,67.1
Male,21,6.1,88.2,57.8,8,8.3,No,Yes,Medium,72.7
Male,17,2.3,78.5,76.6,6,4.6,Yes,Yes,Medium,49.5
Female,22,7.0,58.1,70.6,5,4.7,Yes,Yes,Medium,60.3
Male,19,6.7,71.7,58.9,5,7.1,No,Yes,High,64.4
Male,20,4.8,96.4,47.4,5,8.2,No,Yes,Medium,49.0
Male,17,6.0,81.3,45.2,8,6.0,No,Yes,Medium,56.3
Male,19,3.2,79.2,85.7,7,6.1,No,Yes,Medium,59.3
Male,19,4.3,67.1,90.5,10,7.2,Yes,Yes,Medium,68.8
Male,17,6.8,71.6,75.7,9,5.7,Yes,Yes,Medium,72.9
Male,21,4.2,95.3,45.7,5,4.6,No,Yes,Medium,50.4
Male,19,3.5,85.0,62.1,3,7.8,No,Yes,Low,47.3
Male,21,4.5,90.4,80.1,5,7.3,No,Yes,High,68.7
Male,17,6.8,75.4,82.9,10,7.1,No,Yes,Medium,84.0
Male,21,3.3,83.4,46.5,8,7.8,Yes,Yes,Medium,64.5
Female,18,2.2,66.2,40.0,9,7.5,No,Yes,Medium,41.2
Female,20,6.0,86.7,79.2,6,5.4,Yes,Yes,Medium,70.6
Male,19,6.8,74.2,59.6,9,6.1,Yes,Yes,Medium,67.6
Male,22,1.7,74.9,54.0,3,5.1,Yes,Yes,Medium,43.6
Female,20,2.7,84.2,40.7,5,5.1,Yes,Yes,Medium,44.5
